Subject,Difficulty,Title,URL,Duration
Python programming,Intermediate,How to draw a triangle using turtle in Python,https://www.youtube.com/watch?v=hxgVtGGegC8,0:13
Java programming,Beginner,Java Full Course for Beginners,https://www.youtube.com/watch?v=eIrMbAQSU34,2:30:48
Java programming,Beginner,Java roadmap 2025: Beginner to Mastery,https://www.youtube.com/watch?v=Dd_832z-kGg,0:13
Java programming,Beginner,"Java Basics in Just 90 Seconds, Everything You Need to Know! #coding #shorts",https://www.youtube.com/watch?v=jEp17Ik3YLI,1:12
Java programming,Beginner,Java Beginner Cheatsheet: Master Java Basics in 60 Seconds! 🔥 | Java Programming Tutorial,https://www.youtube.com/watch?v=89yJfcA5SwM,0:06
Java programming,Beginner,Java Roadmap for Beginners! 🐍 Learn Java Programming Step-by-Step&quot; #java #coding,https://www.youtube.com/watch?v=T2c7nKmwex4,0:05
Java programming,Intermediate,Java Program to Convert a Number to a String | Java Interview Questions &amp; Answers | Java Tutorials,https://www.youtube.com/watch?v=-x20wnclQfo,0:24
Java programming,Beginner,Java Programming for Beginners – Full Course,https://www.youtube.com/watch?v=A74TOX803D0,4:11:00
Java programming,Beginner,Introduction to Java Programming,https://www.youtube.com/watch?v=mG4NLNZ37y4,6:04
Java programming,Intermediate,#360 Java Coding Questions | MCQ Type for Practice &amp; Interviews #shorts #java #coding,https://www.youtube.com/watch?v=RhQv5wj5gGY,0:17
Java programming,Intermediate,Java 8 Program 9 - How to Reverse Each Word of String using Java 8 Streams #java #interview #coding,https://www.youtube.com/watch?v=zOR7tdmeomk,0:59
Java programming,Intermediate,Java Programming Malayalam Tutorial.,https://www.youtube.com/watch?v=gz1EjeQcm98,3:19:52
Java programming,Intermediate,how to make calculator #java,https://www.youtube.com/watch?v=HO5o4sGEy3I,0:05
Java programming,Intermediate,"Java Developer Roadmap 2025 – Skills, Topics &amp; Subtopics to Master Java Programming",https://www.youtube.com/watch?v=P_wT1ELP9NA,0:07
Java programming,Intermediate,Print the star pattern using Java,https://www.youtube.com/watch?v=XeyVKOAnDt8,0:39
Java programming,Intermediate,Get 250+ Free Commonly Asked Coding Questions For Practice #java #coding,https://www.youtube.com/watch?v=bn9ymEmC9J4,0:16
Java programming,Beginner,Java For Beginners in Telugu [PART 1] || Code with Swaroop || Zero to Hero || Introduction,https://www.youtube.com/watch?v=SG6VYXLGUBk,14:46
Java programming,Intermediate,What is String deduplication? - Cracking the Java Coding Interview #javalanguage #javacoding,https://www.youtube.com/watch?v=iJbcVL8NCv0,1:13
Java programming,Beginner,P2 - Introduction to Java | Java Programming | Core Java |,https://www.youtube.com/watch?v=ILFg074rlNY,19:52
Java programming,Intermediate,How To Create Object In Java? | Java Interview Questions #shorts #kiransir #javaprogramming,https://www.youtube.com/watch?v=WUcUIvR0O9M,0:52
Java programming,Intermediate,How to write java program in Notepad || java coding #shorts #java #javacoding #programming#notepad,https://www.youtube.com/watch?v=OGkHyvpuhCk,0:31
Java programming,Beginner,#Java Basic Program: To Display Your Name,https://www.youtube.com/watch?v=uZEG6FKXRi8,0:43
Java programming,Intermediate,"🌐 Top Programming Languages &amp; Their Uses | Python, JavaScript, C++, Java, Swift #Coding #Tech",https://www.youtube.com/watch?v=LR2TC3N2M4c,0:08
Java programming,Intermediate,#341 Java Coding MCQ Questions for Practice | Test Your Java Skills! #shorts #java #coding,https://www.youtube.com/watch?v=XDGlg9uMiME,0:12
Java programming,Intermediate,Why Java Is So Hard To Learn,https://www.youtube.com/watch?v=eJkwnS5ZkAI,4:13
Java programming,Beginner,Junior vs Senior Backend developer| Beginner vs Pro | #programming #java #interview #coding #backend,https://www.youtube.com/watch?v=Mbz39bz1_HQ,0:13
Java programming,Intermediate,Java Programming Full Tutorial in One Video (2024) | Java full course,https://www.youtube.com/watch?v=32DLasxoOiM,18:34:21
Java programming,Intermediate,Java Programming using Jvdroid👍👍,https://www.youtube.com/watch?v=EykhHH3PcG8,0:10
Java programming,Intermediate,Ultimate Programming Language Showdown: C++ vs C# vs Java vs Py,https://www.youtube.com/watch?v=pHqEuwjSdic,0:21
Java programming,Intermediate,You Can Run this java Program And get Output. #shorts 🔥🔥  #learnjava .,https://www.youtube.com/watch?v=6x2KK_UD-kQ,0:10
Java programming,Intermediate,DSA in Java #coding #python #leetcode #java,https://www.youtube.com/watch?v=PFqlg4gNUX4,0:11
Java programming,Intermediate,Don&#39;t become a Java Developer in 2025 | Java Roadmap 2025 | Charan_techstudio,https://www.youtube.com/watch?v=0FrJrRU-pKw,0:08
Java programming,Beginner,Basic Structure of a Java Program: Understanding our First Java Hello World Program,https://www.youtube.com/watch?v=zIdg7hkqNE0,14:09
Java programming,Intermediate,Learn Java in 14 Minutes (seriously),https://www.youtube.com/watch?v=RRubcjpTkks,14:00
Java programming,Intermediate,TOP 5 YOUTUBE CHANNEL TO LEARN JAVA | #java #coding #programming #webdevelopment,https://www.youtube.com/watch?v=Ya4WbP67qms,0:21
Java programming,Intermediate,💻🔥Calculate Grades Of Students From Marks | Java Program | #java #programming,https://www.youtube.com/watch?v=XQP0xYJoJ14,0:16
Java programming,Intermediate,Java in 100 Seconds,https://www.youtube.com/watch?v=l9AzO1FMgM8,2:25
Java programming,Intermediate,Java vs Python: Which Language Should You Learn in 2025?  #shorts #java #python,https://www.youtube.com/watch?v=zDgaUzJX5RU,0:55
Java programming,Intermediate,This mat helped me learn Java so fast 😭 #coding #java #programming #computer,https://www.youtube.com/watch?v=IGygZ4dErQ0,0:17
Java programming,Intermediate,Java programming mini project #code #coding #java #shorts #shortvideo,https://www.youtube.com/watch?v=A44zqY2KBqQ,0:29
Java programming,Intermediate,Java Interview Question | Why to use Scanner Class in Java? #shorts #kiransir #javaprogramming,https://www.youtube.com/watch?v=hswUT5wQHMw,0:52
Java programming,Intermediate,Java For Programmers in 2 hours,https://www.youtube.com/watch?v=A0pu92-pYhE,2:02:36
Java programming,Intermediate,Does Java SUCK!? 👩‍💻 #programming #technology #software #tech #code #career #java,https://www.youtube.com/watch?v=HMMQkvKqqXQ,0:52
Java programming,Intermediate,how to display simple hello world in java. #shorts #viral,https://www.youtube.com/watch?v=yxJyepaL-04,0:07
Java programming,Intermediate,Java | what is Java ? (01) #corejava,https://www.youtube.com/watch?v=l9UUjltrEXk,0:30
Java programming,Intermediate,This mat helped me learn Java so fast 😭 #coding #java #programming #computer,https://www.youtube.com/watch?v=-GOyQJXfxWg,0:12
Java programming,Intermediate,Java Programming All-in-One Tutorial Series (6 HOURS!),https://www.youtube.com/watch?v=r3GGV2TG_vw,6:36:39
Java programming,Intermediate,What is Java and what is it used for?,https://www.youtube.com/watch?v=_U3QvcTRAIo,0:47
Java programming,Intermediate,Logical Operators of Programming Languages - Python | Java,https://www.youtube.com/watch?v=u-CLv5-hbqk,0:09
Java programming,Intermediate,Java program Using Notepad and Command Prompt @java @cmd,https://www.youtube.com/watch?v=fWpyXrFVkGQ,0:55
Java programming,Intermediate,Most commonly asked topics in coding interviews,https://www.youtube.com/watch?v=8E4JVTKcM24,0:20
Web development,Intermediate,Roadmap to Web Development | for Students,https://www.youtube.com/watch?v=QaU6gEtOwyE,0:59
Web development,Intermediate,Web Development Roadmap 2026 (No BS Guide!),https://www.youtube.com/watch?v=-4e3ewcTupM,17:04
Web development,Intermediate,Web Development For Babies,https://www.youtube.com/watch?v=sEAyggVL9tw,39:06
Web development,Intermediate,Junior Developer 🤡 VS Senior Developer 🤓#web  #webdeveloper #webdevelopment #coding #programming,https://www.youtube.com/watch?v=80hYKDtUGts,0:18
Web development,Intermediate,The Complete Web Development Roadmap,https://www.youtube.com/watch?v=GxmfcnU3feo,15:15
Web development,Beginner,&quot;HTML Basics to Advanced: Mastering Junior &amp; Senior Level Skills!&quot; #webdevelopment #css #html,https://www.youtube.com/watch?v=gAXbB_4BavE,0:13
Web development,Intermediate,100+ Web Development Things you Should Know,https://www.youtube.com/watch?v=erEgovG9WBs,13:18
Web development,Beginner,Learn web development as an absolute beginner,https://www.youtube.com/watch?v=ysEN5RaKOlA,12:57
Web development,Intermediate,Benefits of being developer #webdevelopment #frontend #html #javascript #coding #javascripttricks,https://www.youtube.com/watch?v=Y-qCyTmpY8M,0:21
Web development,Beginner,Web Development Complete RoadMap | from Basics to Advanced,https://www.youtube.com/watch?v=4WjtQjPQGIs,22:00
Web development,Intermediate,Full-Stack or Web Development: Which should you learn?  #shorts #fullstack #webdevelopment,https://www.youtube.com/watch?v=ToLypwVgYmw,0:42
Web development,Intermediate,🔥 Animated Button with Hover Effects using HTML &amp; CSS #webdevelopment #coding #hovereffect,https://www.youtube.com/watch?v=qnvUyAi_By8,0:18
Web development,Beginner,HTML Input Tags List Tutorial For Beginners (Web Development),https://www.youtube.com/watch?v=GO_sp-Wl00M,0:12
Web development,Beginner,What is Web Development ? Complete RoadMap from Basics to Advanced | 2023,https://www.youtube.com/watch?v=z0n1aQ3IxWI,14:45
Web development,Intermediate,Learn Web Development Fast!,https://www.youtube.com/watch?v=WppdGf2s3Wc,0:53
Web development,Intermediate,How to actually get good at web development,https://www.youtube.com/watch?v=j3PC7UKxgdQ,7:45
Web development,Intermediate,Web Development Explained in 60 Seconds,https://www.youtube.com/watch?v=d6zYj8oSOGc,0:53
Web development,Intermediate,Becoming a Full Stack Developer!,https://www.youtube.com/watch?v=J1berVAFz5M,0:05
Web development,Intermediate,Backend web development - a complete overview,https://www.youtube.com/watch?v=XBu54nfzxAQ,12:58
Web development,Intermediate,Web Developers👨🏻‍💻 VS AI 🤖 62/100 Days of Tech Stories #collab,https://www.youtube.com/watch?v=f2ecK09OuFk,1:00
Web development,Intermediate,App Dev vs Web Dev: What to Choose?,https://www.youtube.com/watch?v=xY-SSg4cHmQ,1:00
Web development,Intermediate,3 Levels Of React Developers #reactjs #reactdevelopment #reactjsdeveloper #webdevelopment,https://www.youtube.com/watch?v=CXh55uorQs0,0:15
Web development,Intermediate,The Best Tech Stack for Web Development in 2025! 🚀💻 #coding #programming #tech,https://www.youtube.com/watch?v=DW42HUD8qOQ,0:36
Web development,Beginner,WEB DEVELOPMENT COMPLETE ROADMAP FOR BEGINNERS 🔥,https://www.youtube.com/watch?v=voXYG17rhQA,5:51
Web development,Intermediate,3 Google Tools You MUST Use After Publishing Your Website! #frontend #webdevelopment #developer,https://www.youtube.com/watch?v=jVWsZapBc4w,0:28
Web development,Intermediate,🧊 3D CSS Social Tiles with Hover Animation | #webdevelopment #coding #animation  #shorts,https://www.youtube.com/watch?v=89IGS83-wVc,0:21
Web development,Intermediate,Become a Front-End Developer in 100 Days !,https://www.youtube.com/watch?v=ZUXKG3JFszc,0:05
Web development,Intermediate,Fastest way to learn Web Development #webdevelopment #html #css #javascript,https://www.youtube.com/watch?v=SMZULGBYOZM,0:49
Web development,Intermediate,Learn Web Development with ChatGPT,https://www.youtube.com/watch?v=FGbeQ4-Kj8Q,0:59
Web development,Intermediate,How To Learn Web Development in 2025,https://www.youtube.com/watch?v=uRRKVif4D5c,4:44
Web development,Intermediate,Web Developer Roadmap (2025) - Everything is Changing,https://www.youtube.com/watch?v=X8BYu3dMKf0,21:48
Web development,Intermediate,The Truth About Becoming a Web Developer,https://www.youtube.com/watch?v=2vnliMZmwZ4,7:20
Web development,Intermediate,Fastest Way to Become a Full Stack Web Developer! 🚀 Roadmap 2025 – Must Watch! 🔥 #shorts,https://www.youtube.com/watch?v=5Z4b0WX3Y2w,0:57
Web development,Intermediate,How I&#39;d Learn Web Development (If I Could Start Over),https://www.youtube.com/watch?v=TG6XSFeOT3g,6:55
Web development,Intermediate,1 Year of Learning Web Development (Self Taught),https://www.youtube.com/watch?v=O9AALzeSnto,4:46
Web development,Intermediate,Create a full-stack app with no coding skills #productivity #coding #development #webdevelopment,https://www.youtube.com/watch?v=sYrLc_SBVIc,0:25
Web development,Intermediate,How to Start Web Development? Complete Roadmap for FullStack Developer | 2022,https://www.youtube.com/watch?v=MkcfB7S4fq0,15:41
Web development,Intermediate,How to become Full Stack Web Developer in 2024! 💻 #coding #programming,https://www.youtube.com/watch?v=OSKHF0fep98,0:26
Web development,Intermediate,Learn WEB DEVELOPMENT Fast (2024) - Roadmap 🔥,https://www.youtube.com/watch?v=4LerlJnmVbo,0:54
Web development,Beginner,Introduction To Web Development | Internet Working | Web Development Full Course,https://www.youtube.com/watch?v=1pcikNlDB-4,1:31:39
Web development,Beginner,Web Development Roadmap for Beginners (all FREE resources!),https://www.youtube.com/watch?v=lQrcQ3e4mkA,15:37
Web development,Intermediate,Web Developer Roadmap 2026 - The Action plan to Profitability!,https://www.youtube.com/watch?v=rYCx9EHiprA,6:57
Web development,Intermediate,Power of CSS 😍 #csstutorial #codinglover #coder #codingshortvideo #viral #trading,https://www.youtube.com/watch?v=zuh7CoGFRfk,0:14
Web development,Intermediate,Full Stack Developer in 6 Months,https://www.youtube.com/watch?v=aIy46jQsDLM,0:18
Web development,Intermediate,The Complete Web Development Roadmap,https://www.youtube.com/watch?v=wsgK8rTXWXU,33:13
Web development,Intermediate,3 VS Code Extensions Every Developer Needs! #frontend #frontenddevelopment #webdevelopment,https://www.youtube.com/watch?v=afbZOtWyrVI,0:23
Web development,Intermediate,40 project ideas for web developers #web #development #develop #project #ideas #learn #howto #shorts,https://www.youtube.com/watch?v=3tMWOD08Y-Y,0:06
Web development,Intermediate,The Fun Way To Learn Web Development,https://www.youtube.com/watch?v=mAvQo7GR1JI,4:28
Web development,Intermediate,Full Stack Developer Course 2025 | Learn Web Development &amp; Build Real Projects #fullstack #career,https://www.youtube.com/watch?v=1ZqGu6rhm7o,0:43
Web development,Intermediate,The Website 💀 #designer #developer #web #shorts,https://www.youtube.com/watch?v=UfnAs9Ap_lM,0:10
Artificial Intelligence,Intermediate,What Is AI? | Learn all about artificial intelligence,https://www.youtube.com/watch?v=JcXKbUIebrU,5:21
Artificial Intelligence,Intermediate,What Is AI? | Artificial Intelligence | What is Artificial Intelligence? | AI In 5 Mins |Simplilearn,https://www.youtube.com/watch?v=ad79nYk2keg,5:28
Artificial Intelligence,Intermediate,Artificial Intelligence | 60 Minutes Full Episodes,https://www.youtube.com/watch?v=aZ5EsdnpLMI,53:30
Artificial Intelligence,Intermediate,AI vs ML vs DL vs DS: What&#39;s the Difference?,https://www.youtube.com/watch?v=PopKlyqTPAI,1:02
Artificial Intelligence,Beginner,Artificial Intelligence Full Course | Artificial Intelligence Tutorial for Beginners | Edureka,https://www.youtube.com/watch?v=JMUxmLyrhSk,4:52:51
Artificial Intelligence,Intermediate,The 10 Stages of Artificial Intelligence,https://www.youtube.com/watch?v=tFx_UNW9I1U,11:38
Artificial Intelligence,Intermediate,Harvard CS50’s Artificial Intelligence with Python – Full University Course,https://www.youtube.com/watch?v=5NgNicANyqM,11:51:22
Artificial Intelligence,Intermediate,How China Is Using Artificial Intelligence in Classrooms | WSJ,https://www.youtube.com/watch?v=JMLsHI8aV0g,5:44
Artificial Intelligence,Intermediate,What is Artificial Intelligence? | ChatGPT | The Dr Binocs Show | Peekaboo Kidz,https://www.youtube.com/watch?v=ttIOdAdQaUE,5:42
Artificial Intelligence,Intermediate,"AI, Machine Learning, Deep Learning and Generative AI Explained",https://www.youtube.com/watch?v=qYNweeDHiyU,10:01
Artificial Intelligence,Intermediate,What is AI - Artificial Intelligence in Telugu | Future of AI | TeluguBadi,https://www.youtube.com/watch?v=1PJsZwpwZ7k,11:12
Artificial Intelligence,Intermediate,Artificial Intelligence Kya Hai? | What Is Artificial Intelligence In Hindi | Simplilearn,https://www.youtube.com/watch?v=qzAHXO-cN5Q,5:28
Artificial Intelligence,Intermediate,Nobel Prize Winner Says ‘AI is The MOST DANGEROUS Invention Ever’ Sir Geoffrey Hinton #shorts,https://www.youtube.com/watch?v=Klo55E1WJCk,1:41
Artificial Intelligence,Intermediate,WHAT IS AI 🤖 ?,https://www.youtube.com/watch?v=biAwn7KI2IQ,0:58
Artificial Intelligence,Intermediate,🧠 Artificial Intelligence Essay ✍️,https://www.youtube.com/watch?v=SKk82S_Wx_I,0:06
Artificial Intelligence,Intermediate,എന്താണ് Artificial intelligence ? | Ai | Raul John Aju  | Ai Class,https://www.youtube.com/watch?v=98tN6_6iRbM,1:08
Artificial Intelligence,Intermediate,What if AI Takes Over The World? | How AI Robot Works? | Artificial Intelligence | Dr. Binocs Show,https://www.youtube.com/watch?v=gMicQCf3UXE,5:49
Artificial Intelligence,Intermediate,Artificial Intelligence 🤖 vs Human Intelligence 🧠| key difference Explained..🚀,https://www.youtube.com/watch?v=1A2JI0vbuOc,0:03
Artificial Intelligence,Intermediate,Artificial intelligence,https://www.youtube.com/watch?v=KLz0VpxlVTA,0:24
Artificial Intelligence,Intermediate,Artificial intelligence model 🤖 #schoolproject #ashortaday #school #project #artificialintelligence,https://www.youtube.com/watch?v=VGl4XGunkdM,0:20
Artificial Intelligence,Intermediate,The one job artificial intelligence can&#39;t replace.,https://www.youtube.com/watch?v=gtLo9es_O5o,0:22
Artificial Intelligence,Intermediate,Artificial Intelligence,https://www.youtube.com/watch?v=qD-o2lDQwa8,2:55
Artificial Intelligence,Beginner,Google’s AI Course for Beginners (in 10 minutes)!,https://www.youtube.com/watch?v=Yq0QkCxoTHM,9:18
Artificial Intelligence,Intermediate,Artificial Intelligence (Official Video),https://www.youtube.com/watch?v=uTl8ZYImjBQ,4:01
Artificial Intelligence,Intermediate,The hidden dark ending of A.I. Artificial Intelligence. Kubrick Spielberg film analysis Rob Ager,https://www.youtube.com/watch?v=RRY1FcCoSPs,1:28
Artificial Intelligence,Beginner,🤖 What Is Artificial Intelligence? Day 1 of Tech Series Explained in Tamil | AI Basics for Beginners,https://www.youtube.com/watch?v=KJjRBEJUZuU,1:03
Artificial Intelligence,Intermediate,Artificial intelligence paragraph \paragraph about artificial intelligence #ai #ai paragraph,https://www.youtube.com/watch?v=qgS79sJfdCo,0:16
Artificial Intelligence,Intermediate,Lec-3: Uninformed Vs Informed Search in Artificial Intelligence with Example,https://www.youtube.com/watch?v=gZpUcsB9TFc,8:17
Artificial Intelligence,Intermediate,Speech on Artificial intelligence ✅#speechonAI#speech #speechesinenglish#shorts #short #shortvideo,https://www.youtube.com/watch?v=6tsAgFo7KJ4,0:09
Artificial Intelligence,Intermediate,Elon Musk on A.i | Sophia the humanoid Robot 🤖,https://www.youtube.com/watch?v=A6-6sD7iOnc,0:19
Artificial Intelligence,Intermediate,Generative vs Agentic AI: Shaping the Future of AI Collaboration,https://www.youtube.com/watch?v=EDb37y_MhRw,7:19
Artificial Intelligence,Intermediate,How to learn AI for students &amp; professionals (guide),https://www.youtube.com/watch?v=zRuCpMKajZk,0:54
Artificial Intelligence,Beginner,Artificial Intelligence | Introduction | AI | Lec-01 | Bhanu Priya,https://www.youtube.com/watch?v=kmeaG_BQZ7M,7:48
Artificial Intelligence,Intermediate,10 Lines Essay on Artificial Intelligence - Boon or Bane?  #essaywriting #neatwriting #shorts,https://www.youtube.com/watch?v=Ndb6CA93McU,0:11
Artificial Intelligence,Intermediate,"Robots Harvesting Rice Artificial Intelligence Robots can also work to harvest rice, which is grea",https://www.youtube.com/watch?v=mUmhnD1WyUQ,0:12
Artificial Intelligence,Intermediate,Sora Proves the AI Bubble Is Going to Burst So Hard,https://www.youtube.com/watch?v=55Z4cg5Fyu4,27:15
Artificial Intelligence,Beginner,Introduction to Artificial Intelligence in Hindi | What is Artificial Intelligence in Hindi 🔥🔥,https://www.youtube.com/watch?v=saNiKk06f1Y,5:15
Artificial Intelligence,Beginner,What is AI? Simple Explanation for Beginners! (Must Watch!) #shorts #ai,https://www.youtube.com/watch?v=zu4r3YElEz0,2:30
Artificial Intelligence,Intermediate,Essay on the Impact of Artificial Intelligence on Society,https://www.youtube.com/watch?v=rR0NbA5jLJw,0:05
Artificial Intelligence,Beginner,Roadmap to Become a Generative AI Expert for Beginners in 2025,https://www.youtube.com/watch?v=39zbC_PrNQs,0:05
Artificial Intelligence,Intermediate,Artificial Intelligence in 2025 | 60 Minutes Full Episodes,https://www.youtube.com/watch?v=KpOcUrPdx-4,1:21:07
Artificial Intelligence,Intermediate,SIMPLEST Explanation of How Artificial Intelligence Works? No Jargon | What is AI? How AI works?,https://www.youtube.com/watch?v=m8o2GrbR3d8,26:19
Artificial Intelligence,Intermediate,What is Artificial Intelligence? Types &amp; Uses #shorts #aritificialintelligence #technology #ai,https://www.youtube.com/watch?v=VZGuI05udzk,1:00
Artificial Intelligence,Intermediate,India&#39;s first AI Robot Teacher #ai #artificialintelligence,https://www.youtube.com/watch?v=QgLoq4STOkk,0:12
Artificial Intelligence,Intermediate,ARE THEY ROBOTS OR REAL PEOPLE!!😳🤖 #shorts #ai #robot #scary #artificialintelligence,https://www.youtube.com/watch?v=dRPNp7mcAMI,0:09
Artificial Intelligence,Intermediate,AI2027: Is this how AI might destroy humanity? - BBC World Service,https://www.youtube.com/watch?v=1UufaK3pQMg,8:09
Artificial Intelligence,Intermediate,AI Engineer Roadmap 2023 !,https://www.youtube.com/watch?v=bWOozHQtnY0,0:05
Artificial Intelligence,Beginner,Artificial Intelligence Full Course FREE | AI Course For Beginners (2026) | Intellipaat,https://www.youtube.com/watch?v=zE8soWrsg2Y,10:35:34
Artificial Intelligence,Intermediate,Why Building AI Might Be Our ‘BIGGEST MISTAKE’ Yet! #shorts,https://www.youtube.com/watch?v=_oBqVxQpXDw,1:55
Artificial Intelligence,Intermediate,CAN Ai BEAT US HUMANS?,https://www.youtube.com/watch?v=wrlNSMtS_dU,0:53
Data Science,Intermediate,What is Data Science?,https://www.youtube.com/watch?v=RBSUwFGa6Fk,7:51
Data Science,Intermediate,The Complete Data Science Roadmap,https://www.youtube.com/watch?v=9R3X0JoCLyU,6:13
Data Science,Intermediate,🔥Salary of Data Scientist in US | Simplilearn | #Shorts #Datascience,https://www.youtube.com/watch?v=PLVmp1V7kIY,0:49
Data Science,Beginner,Data Science &amp; AI Full Course - Learn Data Science in 12 Hour | Data Science For Beginners | Edureka,https://www.youtube.com/watch?v=xPh5ihBWang,11:50:56
Data Science,Intermediate,Data Analytics vs Data Science,https://www.youtube.com/watch?v=dcXqhMqhZUo,6:30
Data Science,Intermediate,What REALLY is Data Science? Told by a Data Scientist,https://www.youtube.com/watch?v=xC-c7E5PK0Y,10:33
Data Science,Beginner,Data Science In 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn,https://www.youtube.com/watch?v=X3paOmcrTjQ,4:38
Data Science,Intermediate,Data Scientist vs AI Engineer,https://www.youtube.com/watch?v=TRVWp3c1Em8,0:44
Data Science,Beginner,Learn Data Science Tutorial - Full Course for Beginners,https://www.youtube.com/watch?v=ua-CiDNNj30,5:52:09
Data Science,Intermediate,Data Science vs. Machine Learning: Quick Breakdown,https://www.youtube.com/watch?v=2oOEctI1Uzo,0:48
Data Science,Intermediate,Which Should You Learn - Data Analytics or Data Science?,https://www.youtube.com/watch?v=3QV37pVP-CI,0:42
Data Science,Beginner,Intro to Data Science: What is Data Science?,https://www.youtube.com/watch?v=FsSrzmRawUg,8:15
Data Science,Intermediate,"Data Science Vs Data Analytics 2026 | Data Scientist Vs Data Analyst | Skills, Salary | Simplilearn",https://www.youtube.com/watch?v=5ycsYtFH6s4,14:25
Data Science,Intermediate,Data Scientist vs. AI Engineer,https://www.youtube.com/watch?v=Vxw0nE1qfZc,10:39
Data Science,Beginner,Data Science Full Course - Learn Data Science in 10 Hours | Data Science For Beginners | Edureka,https://www.youtube.com/watch?v=-ETQ97mXXF0,10:23:57
Data Science,Intermediate,Data Science Roadmap 2024 | Data Science Weekly Study Plan | Free Resources to Become Data Scientist,https://www.youtube.com/watch?v=PFPt6PQNslE,29:18
Data Science,Intermediate,Data Science Full Course 2026 [FREE] | Learn Data Science From Scratch in 24 Hours | Simplilearn,https://www.youtube.com/watch?v=QISvmiwOIYI,23:22:20
Data Science,Intermediate,Demystifying Data Science | Mr.Asitang Mishra | TEDxOakLawn,https://www.youtube.com/watch?v=iJUzouXg5kY,15:27
Data Science,Intermediate,Data Science Interview Questions | Data Science Tutorial | Data Science Interviews | Edureka,https://www.youtube.com/watch?v=tTAieUcNHdY,1:22:50
Data Science,Beginner,Introduction | Mathematics and statistics for data science and machine learning,https://www.youtube.com/watch?v=8ZI55Inh1_A,2:07
Data Science,Intermediate,"Data Science Roadmap For 2026 | Data Scientist Skills, Resume, Roles &amp; Responsibilities |Simplilearn",https://www.youtube.com/watch?v=ZpINzjm_4Ks,31:03
